LDO_01,,,,LDO_02,,,,LDO_03,,,,LDO_05,,,,LDO_06,,,,LDO_07,,,,LDO_08,,,,LDO_09,,,,LDO_10,,,,LDO_11,,,,LDO_12,,,,LDO_13,,,,LDO_14,,,,LDO_15,,,,LDO_VMIC1 ,,,,LDO_VMIC1 ,,,,LDO_VMIC2,,,,LDO_VMIC2,,
3E,1.8632,26.6,,,,,,,,,,,,,,,,,,3e,0.8998,5.1,,3e,0.9019,5,,3e,1.2088,5,,3e,1.2115,5,,3e,1.21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F,1.8864,23.2,,,,,,,,,,,,,,,,,,3f,0.9047,4.9,,3f,0.9067,4.8,,3f,1.2137,4.9,,3f,1.2166,5.1,,3f,1.2149,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25.13333333,,,,,,,,,,,,,,,,,,40,0.9101,5.4,,40,0.9123,5.6,,40,1.2178,4.1,,40,1.2224,5.8,,40,1.2198,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,41,0.9149,4.8,,41,0.9171,4.8,,41,1.2227,4.9,,41,1.2274,5,,41,1.2247,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,42,0.9198,4.9,,42,0.9222,5.1,,42,1.2277,5,,42,1.2325,5.1,,42,1.2297,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,43,0.9249,5.1,,43,0.927,4.8,,43,1.2326,4.9,,43,1.2375,5,,43,1.2346,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,44,0.9295,4.6,,44,0.9317,4.7,,44,1.238,5.4,,44,1.2429,5.4,,44,1.2396,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,45,0.9345,5,,45,0.9366,4.9,,45,1.2429,4.9,,45,1.248,5.1,,45,1.2446,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,46,0.9395,5,,46,0.9416,5,,46,1.248,5.1,,46,1.2531,5.1,,46,1.2496,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,47,0.9445,5,,47,0.9464,4.8,,47,1.2531,5.1,,47,1.2582,5.1,,47,1.2546,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48,0.9492,4.7,,48,0.9513,4.9,,48,1.2579,4.8,,48,1.2632,5,,48,1.2595,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49,0.9539,4.7,,49,0.9561,4.8,,49,1.2628,4.9,,49,1.2682,5,,49,1.2645,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4a,0.959,5.1,,4a,0.9611,5,,4a,1.2678,5,,4a,1.2733,5.1,,4a,1.2696,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4b,0.964,5,,4b,0.966,4.9,,4b,1.2728,5,,4b,1.2784,5.1,,4b,1.2745,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4c,0.9686,4.6,,4c,0.9708,4.8,,4c,1.2782,5.4,,4c,1.2837,5.3,,4c,1.2796,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4d,0.9736,5,,4d,0.9758,5,,4d,1.2831,4.9,,4d,1.2887,5,,4d,1.2845,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4e,0.9787,5.1,,4e,0.9808,5,,4e,1.2881,5,,4e,1.2938,5.1,,4e,1.2895,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4f,0.9836,4.9,,4f,0.9856,4.8,,4f,1.293,4.9,,4f,1.2988,5,,4f,1.2944,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50,0.9884,4.8,,50,0.9907,5.1,,50,1.2982,5.2,,50,1.3028,4,,50,1.2994,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,51,0.9934,5,,51,0.9956,4.9,,51,1.3032,5,,51,1.3079,5.1,,51,1.3043,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,52,0.9986,5.2,,52,1.0006,5,,52,1.3082,5,,52,1.3129,5,,52,1.3093,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,53,1.0036,5,,53,1.0055,4.9,,53,1.3131,4.9,,53,1.3179,5,,53,1.3142,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,54,1.0082,4.6,,54,1.0102,4.7,,54,1.3185,5.4,,54,1.3233,5.4,,54,1.3193,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,55,1.0129,4.7,,55,1.015,4.8,,55,1.3235,5,,55,1.3283,5,,55,1.3242,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,56,1.0181,5.2,,56,1.02,5,,56,1.3284,4.9,,56,1.3333,5,,56,1.3292,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,57,1.0231,5,,57,1.0249,4.9,,57,1.3333,4.9,,57,1.3384,5.1,,57,1.3341,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,58,1.0278,4.7,,58,1.0298,4.9,,58,1.3382,4.9,,58,1.3433,4.9,,58,1.3391,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,59,1.0328,5,,59,1.0347,4.9,,59,1.3431,4.9,,59,1.3483,5,,59,1.344,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5a,1.0378,5,,5a,1.0396,4.9,,5a,1.3481,5,,5a,1.3534,5.1,,5a,1.349,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5b,1.0427,4.9,,5b,1.0444,4.8,,5b,1.353,4.9,,5b,1.3584,5,,5b,1.3539,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5c,1.0474,4.7,,5c,1.0492,4.8,,5c,1.3584,5.4,,5c,1.3637,5.3,,5c,1.3589,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5d,1.0525,5.1,,5d,1.0539,4.7,,5d,1.3634,5,,5d,1.3688,5.1,,5d,1.3639,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5e,1.0575,5,,5e,1.0589,5,,5e,1.3683,4.9,,5e,1.3739,5.1,,5e,1.3689,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,5f,1.0624,4.9,,5f,1.0638,4.9,,5f,1.3733,5,,5f,1.3791,5.2,,5f,1.3738,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,60,1.0668,4.4,,60,1.0699,6.1,,60,1.3771,3.8,,60,1.3823,3.2,,60,1.3798,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,61,1.0717,4.9,,61,1.0747,4.8,,61,1.3818,4.7,,61,1.3866,4.3,,61,1.3847,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,62,1.0767,5,,62,1.0797,5,,62,1.3867,4.9,,62,1.3916,5,,62,1.3896,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,63,1.0815,4.8,,63,1.0847,5,,63,1.3916,4.9,,63,1.3966,5,,63,1.3945,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,64,1.0864,4.9,,64,1.0894,4.7,,64,1.3971,5.5,,64,1.402,5.4,,64,1.3996,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,65,1.0912,4.8,,65,1.0942,4.8,,65,1.402,4.9,,65,1.4071,5.1,,65,1.4046,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,66,1.0964,5.2,,66,1.0991,4.9,,66,1.407,5,,66,1.4121,5,,66,1.4096,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,67,1.1011,4.7,,67,1.1039,4.8,,67,1.4119,4.9,,67,1.4171,5,,67,1.4145,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,68,1.1058,4.7,,68,1.1089,5,,68,1.4167,4.8,,68,1.422,4.9,,68,1.4194,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,69,1.1108,5,,69,1.1137,4.8,,69,1.4217,5,,69,1.4271,5.1,,69,1.4243,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6a,1.1157,4.9,,6a,1.1187,5,,6a,1.4266,4.9,,6a,1.4321,5,,6a,1.4293,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6b,1.1205,4.8,,6b,1.1235,4.8,,6b,1.4315,4.9,,6b,1.4372,5.1,,6b,1.4343,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6c,1.1252,4.7,,6c,1.1282,4.7,,6c,1.4369,5.4,,6c,1.4425,5.3,,6c,1.4393,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6d,1.1302,5,,6d,1.1331,4.9,,6d,1.4419,5,,6d,1.4476,5.1,,6d,1.4442,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6e,1.1353,5.1,,6e,1.1381,5,,6e,1.4469,5,,6e,1.4526,5,,6e,1.4492,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,6f,1.1401,4.8,,6f,1.1429,4.8,,6f,1.4518,4.9,,6f,1.4576,5,,6f,1.4542,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,70,1.145,4.9,,70,1.148,5.1,,70,1.457,5.2,,70,1.4616,4,,70,1.4591,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,71,1.1499,4.9,,71,1.1528,4.8,,71,1.462,5,,71,1.4667,5.1,,71,1.4641,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,72,1.155,5.1,,72,1.1578,5,,72,1.4669,4.9,,72,1.4718,5.1,,72,1.4691,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,73,1.1598,4.8,,73,1.1627,4.9,,73,1.4719,5,,73,1.4768,5,,73,1.474,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,74,1.1646,4.8,,74,1.1674,4.7,,74,1.4773,5.4,,74,1.4821,5.3,,74,1.4791,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,75,1.1694,4.8,,75,1.1723,4.9,,75,1.4823,5,,75,1.4872,5.1,,75,1.484,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,76,1.1746,5.2,,76,1.1773,5,,76,1.4872,4.9,,76,1.4922,5,,76,1.489,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,77,1.1796,5,,77,1.1821,4.8,,77,1.4922,5,,77,1.4972,5,,77,1.4939,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,78,1.1842,4.6,,78,1.1871,5,,78,1.497,4.8,,78,1.5021,4.9,,78,1.4988,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,79,1.1892,5,,79,1.1919,4.8,,79,1.5019,4.9,,79,1.5072,5.1,,79,1.5038,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7a,1.1941,4.9,,7a,1.1968,4.9,,7a,1.5069,5,,7a,1.5122,5,,7a,1.5087,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7b,1.1988,4.7,,7b,1.2017,4.9,,7b,1.5119,5,,7b,1.5173,5.1,,7b,1.5137,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7c,1.2034,4.6,,7c,1.2064,4.7,,7c,1.5172,5.3,,7c,1.5227,5.4,,7c,1.5187,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7d,1.2085,5.1,,7d,1.2112,4.8,,7d,1.5222,5,,7d,1.5278,5.1,,7d,1.5237,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7e,1.2135,5,,7e,1.2163,5.1,,7e,1.5272,5,,7e,1.5329,5.1,,7e,1.5288,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7f,1.2185,5,,7f,1.2211,4.8,,7f,1.5323,5.1,,7f,1.5379,5,,7f,1.5337,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,80,1.2294,10.9,,80,1.2347,13.6,,80,1.5418,9.5,,80,1.5429,5,,80,1.5416,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,81,1.2345,5.1,,81,1.2396,4.9,,81,1.5467,4.9,,81,1.548,5.1,,81,1.5465,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,82,1.2395,5,,82,1.2446,5,,82,1.5517,5,,82,1.553,5,,82,1.5514,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,83,1.2445,5,,83,1.2495,4.9,,83,1.5566,4.9,,83,1.5581,5.1,,83,1.5564,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,84,1.2491,4.6,,84,1.2543,4.8,,84,1.5622,5.6,,84,1.5634,5.3,,84,1.5616,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,85,1.2543,5.2,,85,1.2591,4.8,,85,1.5671,4.9,,85,1.5685,5.1,,85,1.5665,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,86,1.2592,4.9,,86,1.2642,5.1,,86,1.572,4.9,,86,1.5735,5,,86,1.5715,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,87,1.264,4.8,,87,1.269,4.8,,87,1.5769,4.9,,87,1.5786,5.1,,87,1.5764,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,88,1.2688,4.8,,88,1.2739,4.9,,88,1.5818,4.9,,88,1.5835,4.9,,88,1.5813,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,89,1.2738,5,,89,1.2787,4.8,,89,1.5867,4.9,,89,1.5886,5.1,,89,1.5863,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8a,1.2789,5.1,,8a,1.2837,5,,8a,1.5917,5,,8a,1.5936,5,,8a,1.5912,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8b,1.284,5.1,,8b,1.2886,4.9,,8b,1.5967,5,,8b,1.5987,5.1,,8b,1.5962,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8c,1.2886,4.6,,8c,1.2934,4.8,,8c,1.602,5.3,,8c,1.604,5.3,,8c,1.6012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8d,1.2934,4.8,,8d,1.2982,4.8,,8d,1.607,5,,8d,1.609,5,,8d,1.6062,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8e,1.2985,5.1,,8e,1.3032,5,,8e,1.6119,4.9,,8e,1.6141,5.1,,8e,1.6112,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8f,1.3034,4.9,,8f,1.308,4.8,,8f,1.6168,4.9,,8f,1.6191,5,,8f,1.6161,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,90,1.308,4.6,,90,1.3131,5.1,,90,1.622,5.2,,90,1.6231,4,,90,1.621,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,91,1.3131,5.1,,91,1.3179,4.8,,91,1.627,5,,91,1.6281,5,,91,1.6259,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,92,1.3182,5.1,,92,1.3229,5,,92,1.6321,5.1,,92,1.6332,5.1,,92,1.6309,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,93,1.323,4.8,,93,1.3277,4.8,,93,1.6369,4.8,,93,1.6382,5,,93,1.6359,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,94,1.3278,4.8,,94,1.3324,4.7,,94,1.6423,5.4,,94,1.6435,5.3,,94,1.6409,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,95,1.3324,4.6,,95,1.3373,4.9,,95,1.6473,5,,95,1.6485,5,,95,1.6458,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,96,1.3376,5.2,,96,1.3423,5,,96,1.6522,4.9,,96,1.6536,5.1,,96,1.6508,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,97,1.3424,4.8,,97,1.3471,4.8,,97,1.6573,5.1,,97,1.6587,5.1,,97,1.6558,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,98,1.3473,4.9,,98,1.3521,5,,98,1.6621,4.8,,98,1.6636,4.9,,98,1.6607,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,99,1.3524,5.1,,99,1.3568,4.7,,99,1.6669,4.8,,99,1.6687,5.1,,99,1.6656,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9a,1.3574,5,,9a,1.3619,5.1,,9a,1.6719,5,,9a,1.6737,5,,9a,1.6707,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9b,1.3623,4.9,,9b,1.3667,4.8,,9b,1.6769,5,,9b,1.6788,5.1,,9b,1.6755,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9c,1.3669,4.6,,9c,1.3714,4.7,,9c,1.6823,5.4,,9c,1.6841,5.3,,9c,1.6806,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9d,1.3718,4.9,,9d,1.3763,4.9,,9d,1.6872,4.9,,9d,1.6892,5.1,,9d,1.6856,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9e,1.3771,5.3,,9e,1.3814,5.1,,9e,1.6922,5,,9e,1.6942,5,,9e,1.6905,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,9f,1.3817,4.6,,9f,1.3862,4.8,,9f,1.6971,4.9,,9f,1.6993,5.1,,9f,1.6954,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a0,1.3864,4.7,,a0,1.3923,6.1,,a0,1.7009,3.8,,a0,1.7027,3.4,,a0,1.7013,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a1,1.3912,4.8,,a1,1.3971,4.8,,a1,1.7055,4.6,,a1,1.7069,4.2,,a1,1.7062,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a2,1.3964,5.2,,a2,1.4022,5.1,,a2,1.7104,4.9,,a2,1.7119,5,,a2,1.7112,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a3,1.4011,4.7,,a3,1.407,4.8,,a3,1.7155,5.1,,a3,1.7171,5.2,,a3,1.7162,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a4,1.406,4.9,,a4,1.4117,4.7,,a4,1.7209,5.4,,a4,1.7223,5.2,,a4,1.7213,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a5,1.4108,4.8,,a5,1.4165,4.8,,a5,1.7259,5,,a5,1.7274,5.1,,a5,1.7262,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a6,1.4159,5.1,,a6,1.4214,4.9,,a6,1.7308,4.9,,a6,1.7323,4.9,,a6,1.7311,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a7,1.421,5.1,,a7,1.4263,4.9,,a7,1.7357,4.9,,a7,1.7374,5.1,,a7,1.736,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a8,1.4257,4.7,,a8,1.4312,4.9,,a8,1.7406,4.9,,a8,1.7424,5,,a8,1.741,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,a9,1.4303,4.6,,a9,1.4361,4.9,,a9,1.7455,4.9,,a9,1.7475,5.1,,a9,1.746,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,aa,1.4353,5,,aa,1.4411,5,,aa,1.7504,4.9,,aa,1.7525,5,,aa,1.7509,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
